server,source,monthlyInstalls,tool,probe,status,code,claim,trace
@taazkareem/clickup-mcp-server,npm:@taazkareem/clickup-mcp-server@0.14.5,104320,add_chat_reaction,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/taazkareem-clickup-mcp-server-dt-census-1.dt.jsonl
@taazkareem/clickup-mcp-server,npm:@taazkareem/clickup-mcp-server@0.14.5,104320,add_comment_reaction,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/taazkareem-clickup-mcp-server-dt-census-1.dt.jsonl
@taazkareem/clickup-mcp-server,npm:@taazkareem/clickup-mcp-server@0.14.5,104320,add_guest_to_folder,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/taazkareem-clickup-mcp-server-dt-census-1.dt.jsonl
@taazkareem/clickup-mcp-server,npm:@taazkareem/clickup-mcp-server@0.14.5,104320,add_guest_to_list,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/taazkareem-clickup-mcp-server-dt-census-1.dt.jsonl
@taazkareem/clickup-mcp-server,npm:@taazkareem/clickup-mcp-server@0.14.5,104320,add_guest_to_task,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/taazkareem-clickup-mcp-server-dt-census-1.dt.jsonl
@taazkareem/clickup-mcp-server,npm:@taazkareem/clickup-mcp-server@0.14.5,104320,add_tag_to_task,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/taazkareem-clickup-mcp-server-dt-census-1.dt.jsonl
@aikidosec/mcp,npm:@aikidosec/mcp@1.0.21,99553,aikido_full_scan,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/aikidosec-mcp-dt-census-1.dt.jsonl
@aikidosec/mcp,npm:@aikidosec/mcp@1.0.21,99553,aikido_ignore_issue,concurrency,pass,concurrent-matches-sequential,4 overlapping calls left the same shape of state as the same 4 calls run one at a time.,runs/census-conc/aikidosec-mcp-dt-census-1.dt.jsonl
@aikidosec/mcp,npm:@aikidosec/mcp@1.0.21,99553,aikido_issues_list,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/aikidosec-mcp-dt-census-1.dt.jsonl
@aikidosec/mcp,npm:@aikidosec/mcp@1.0.21,99553,aikido_login,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/aikidosec-mcp-dt-census-1.dt.jsonl
context-mode,npm:context-mode@1.0.169,78501,ctx_batch_execute,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/context-mode-dt-census-1.dt.jsonl
context-mode,npm:context-mode@1.0.169,78501,ctx_doctor,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-conc/context-mode-dt-census-1.dt.jsonl
context-mode,npm:context-mode@1.0.169,78501,ctx_execute,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/context-mode-dt-census-1.dt.jsonl
context-mode,npm:context-mode@1.0.169,78501,ctx_execute_file,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/context-mode-dt-census-1.dt.jsonl
context-mode,npm:context-mode@1.0.169,78501,ctx_fetch_and_index,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/context-mode-dt-census-1.dt.jsonl
context-mode,npm:context-mode@1.0.169,78501,ctx_index,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/context-mode-dt-census-1.dt.jsonl
@hubspot/mcp-server,npm:@hubspot/mcp-server@0.4.0,73968,hubspot-batch-create-associations,concurrency,pass,concurrent-matches-sequential,4 overlapping calls left the same shape of state as the same 4 calls run one at a time.,runs/census-conc/hubspot-mcp-server-dt-census-1.dt.jsonl
@hubspot/mcp-server,npm:@hubspot/mcp-server@0.4.0,73968,hubspot-batch-create-objects,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/hubspot-mcp-server-dt-census-1.dt.jsonl
@hubspot/mcp-server,npm:@hubspot/mcp-server@0.4.0,73968,hubspot-batch-read-objects,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-conc/hubspot-mcp-server-dt-census-1.dt.jsonl
@hubspot/mcp-server,npm:@hubspot/mcp-server@0.4.0,73968,hubspot-batch-update-objects,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/hubspot-mcp-server-dt-census-1.dt.jsonl
@hubspot/mcp-server,npm:@hubspot/mcp-server@0.4.0,73968,hubspot-create-engagement,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/hubspot-mcp-server-dt-census-1.dt.jsonl
@hubspot/mcp-server,npm:@hubspot/mcp-server@0.4.0,73968,hubspot-create-property,concurrency,pass,concurrent-matches-sequential,4 overlapping calls left the same shape of state as the same 4 calls run one at a time.,runs/census-conc/hubspot-mcp-server-dt-census-1.dt.jsonl
@bitbonsai/mcpvault,npm:@bitbonsai/mcpvault@0.16.0,67569,delete_note,concurrency,pass,concurrent-matches-sequential,4 overlapping calls left the same shape of state as the same 4 calls run one at a time.,runs/census-conc/bitbonsai-mcpvault-dt-census-1.dt.jsonl
@bitbonsai/mcpvault,npm:@bitbonsai/mcpvault@0.16.0,67569,get_frontmatter,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/bitbonsai-mcpvault-dt-census-1.dt.jsonl
@bitbonsai/mcpvault,npm:@bitbonsai/mcpvault@0.16.0,67569,get_note_outline,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/bitbonsai-mcpvault-dt-census-1.dt.jsonl
@bitbonsai/mcpvault,npm:@bitbonsai/mcpvault@0.16.0,67569,get_notes_info,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/bitbonsai-mcpvault-dt-census-1.dt.jsonl
@bitbonsai/mcpvault,npm:@bitbonsai/mcpvault@0.16.0,67569,get_vault_stats,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/bitbonsai-mcpvault-dt-census-1.dt.jsonl
@bitbonsai/mcpvault,npm:@bitbonsai/mcpvault@0.16.0,67569,list_all_tags,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/bitbonsai-mcpvault-dt-census-1.dt.jsonl
@transcend-io/mcp-server-docs,npm:@transcend-io/mcp-server-docs@0.4.0,65903,docs_fetch,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-conc/transcend-io-mcp-server-docs-dt-census-1.dt.jsonl
@transcend-io/mcp-server-docs,npm:@transcend-io/mcp-server-docs@0.4.0,65903,docs_list,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-conc/transcend-io-mcp-server-docs-dt-census-1.dt.jsonl
@shortcut/mcp,npm:@shortcut/mcp@0.25.0,65231,custom-fields-list,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-conc/shortcut-mcp-dt-census-1.dt.jsonl
@shortcut/mcp,npm:@shortcut/mcp@0.25.0,65231,documents-create,concurrency,pass,concurrent-matches-sequential,4 overlapping calls left the same shape of state as the same 4 calls run one at a time.,runs/census-conc/shortcut-mcp-dt-census-1.dt.jsonl
@shortcut/mcp,npm:@shortcut/mcp@0.25.0,65231,documents-get-by-id,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-conc/shortcut-mcp-dt-census-1.dt.jsonl
@shortcut/mcp,npm:@shortcut/mcp@0.25.0,65231,documents-list,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-conc/shortcut-mcp-dt-census-1.dt.jsonl
@shortcut/mcp,npm:@shortcut/mcp@0.25.0,65231,documents-search,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-conc/shortcut-mcp-dt-census-1.dt.jsonl
@shortcut/mcp,npm:@shortcut/mcp@0.25.0,65231,documents-update,concurrency,pass,concurrent-matches-sequential,4 overlapping calls left the same shape of state as the same 4 calls run one at a time.,runs/census-conc/shortcut-mcp-dt-census-1.dt.jsonl
@aashari/mcp-server-atlassian-jira,npm:@aashari/mcp-server-atlassian-jira@3.3.0,58405,jira_delete,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/aashari-mcp-server-atlassian-jira-dt-census-1.dt.jsonl
@aashari/mcp-server-atlassian-jira,npm:@aashari/mcp-server-atlassian-jira@3.3.0,58405,jira_get,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/aashari-mcp-server-atlassian-jira-dt-census-1.dt.jsonl
@aashari/mcp-server-atlassian-jira,npm:@aashari/mcp-server-atlassian-jira@3.3.0,58405,jira_patch,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/aashari-mcp-server-atlassian-jira-dt-census-1.dt.jsonl
@aashari/mcp-server-atlassian-jira,npm:@aashari/mcp-server-atlassian-jira@3.3.0,58405,jira_post,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/aashari-mcp-server-atlassian-jira-dt-census-1.dt.jsonl
@aashari/mcp-server-atlassian-jira,npm:@aashari/mcp-server-atlassian-jira@3.3.0,58405,jira_put,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/aashari-mcp-server-atlassian-jira-dt-census-1.dt.jsonl
@google-cloud/storage-mcp,npm:@google-cloud/storage-mcp@0.6.0,51287,check_iam_permissions,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/google-cloud-storage-mcp-dt-census-1.dt.jsonl
@google-cloud/storage-mcp,npm:@google-cloud/storage-mcp@0.6.0,51287,copy_object_safe,concurrency,pass,concurrent-matches-sequential,4 overlapping calls left the same shape of state as the same 4 calls run one at a time.,runs/census-conc/google-cloud-storage-mcp-dt-census-1.dt.jsonl
@google-cloud/storage-mcp,npm:@google-cloud/storage-mcp@0.6.0,51287,create_bucket,concurrency,pass,concurrent-matches-sequential,4 overlapping calls left the same shape of state as the same 4 calls run one at a time.,runs/census-conc/google-cloud-storage-mcp-dt-census-1.dt.jsonl
@google-cloud/storage-mcp,npm:@google-cloud/storage-mcp@0.6.0,51287,execute_insights_query,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/google-cloud-storage-mcp-dt-census-1.dt.jsonl
@google-cloud/storage-mcp,npm:@google-cloud/storage-mcp@0.6.0,51287,get_bucket_location,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/google-cloud-storage-mcp-dt-census-1.dt.jsonl
@google-cloud/storage-mcp,npm:@google-cloud/storage-mcp@0.6.0,51287,get_bucket_metadata,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/google-cloud-storage-mcp-dt-census-1.dt.jsonl
@felores/airtable-mcp-server,npm:@felores/airtable-mcp-server@0.3.0,50799,create_field,concurrency,pass,concurrent-matches-sequential,4 overlapping calls left the same shape of state as the same 4 calls run one at a time.,runs/census-conc/felores-airtable-mcp-server-dt-census-1.dt.jsonl
@felores/airtable-mcp-server,npm:@felores/airtable-mcp-server@0.3.0,50799,create_record,concurrency,pass,concurrent-matches-sequential,4 overlapping calls left the same shape of state as the same 4 calls run one at a time.,runs/census-conc/felores-airtable-mcp-server-dt-census-1.dt.jsonl
@felores/airtable-mcp-server,npm:@felores/airtable-mcp-server@0.3.0,50799,create_table,concurrency,pass,concurrent-matches-sequential,4 overlapping calls left the same shape of state as the same 4 calls run one at a time.,runs/census-conc/felores-airtable-mcp-server-dt-census-1.dt.jsonl
@felores/airtable-mcp-server,npm:@felores/airtable-mcp-server@0.3.0,50799,delete_record,concurrency,pass,concurrent-matches-sequential,4 overlapping calls left the same shape of state as the same 4 calls run one at a time.,runs/census-conc/felores-airtable-mcp-server-dt-census-1.dt.jsonl
@felores/airtable-mcp-server,npm:@felores/airtable-mcp-server@0.3.0,50799,get_record,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/felores-airtable-mcp-server-dt-census-1.dt.jsonl
@felores/airtable-mcp-server,npm:@felores/airtable-mcp-server@0.3.0,50799,list_bases,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/felores-airtable-mcp-server-dt-census-1.dt.jsonl
@ironbee-ai/devtools,npm:@ironbee-ai/devtools@0.45.0,46365,a11y_take-aria-snapshot,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/ironbee-ai-devtools-dt-census-1.dt.jsonl
@ironbee-ai/devtools,npm:@ironbee-ai/devtools@0.45.0,46365,a11y_take-ax-tree-snapshot,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/ironbee-ai-devtools-dt-census-1.dt.jsonl
@ironbee-ai/devtools,npm:@ironbee-ai/devtools@0.45.0,46365,content_get-as-html,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/ironbee-ai-devtools-dt-census-1.dt.jsonl
@ironbee-ai/devtools,npm:@ironbee-ai/devtools@0.45.0,46365,content_get-as-text,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/ironbee-ai-devtools-dt-census-1.dt.jsonl
@ironbee-ai/devtools,npm:@ironbee-ai/devtools@0.45.0,46365,content_save-as-pdf,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/ironbee-ai-devtools-dt-census-1.dt.jsonl
@ironbee-ai/devtools,npm:@ironbee-ai/devtools@0.45.0,46365,content_start-recording,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/ironbee-ai-devtools-dt-census-1.dt.jsonl
@drawio/mcp,npm:@drawio/mcp@1.5.0,45206,get_page,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/drawio-mcp-dt-census-1.dt.jsonl
@drawio/mcp,npm:@drawio/mcp@1.5.0,45206,list_pages,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/drawio-mcp-dt-census-1.dt.jsonl
@drawio/mcp,npm:@drawio/mcp@1.5.0,45206,open_drawio_csv,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/drawio-mcp-dt-census-1.dt.jsonl
@drawio/mcp,npm:@drawio/mcp@1.5.0,45206,open_drawio_mermaid,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/drawio-mcp-dt-census-1.dt.jsonl
@drawio/mcp,npm:@drawio/mcp@1.5.0,45206,open_drawio_xml,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/drawio-mcp-dt-census-1.dt.jsonl
@drawio/mcp,npm:@drawio/mcp@1.5.0,45206,search_shapes,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/drawio-mcp-dt-census-1.dt.jsonl
igniteui-theming,npm:igniteui-theming@28.1.1,45080,create_component_theme,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/igniteui-theming-dt-census-1.dt.jsonl
igniteui-theming,npm:igniteui-theming@28.1.1,45080,create_custom_palette,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/igniteui-theming-dt-census-1.dt.jsonl
igniteui-theming,npm:igniteui-theming@28.1.1,45080,create_elevations,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/igniteui-theming-dt-census-1.dt.jsonl
igniteui-theming,npm:igniteui-theming@28.1.1,45080,create_palette,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/igniteui-theming-dt-census-1.dt.jsonl
igniteui-theming,npm:igniteui-theming@28.1.1,45080,create_theme,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/igniteui-theming-dt-census-1.dt.jsonl
igniteui-theming,npm:igniteui-theming@28.1.1,45080,create_typography,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/igniteui-theming-dt-census-1.dt.jsonl
@sellable/mcp,npm:@sellable/mcp@0.1.920,44522,add_column,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/sellable-mcp-dt-census-1.dt.jsonl
@sellable/mcp,npm:@sellable/mcp@0.1.920,44522,add_on_demand_leads,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/sellable-mcp-dt-census-1.dt.jsonl
@sellable/mcp,npm:@sellable/mcp@0.1.920,44522,add_rubric_item,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/sellable-mcp-dt-census-1.dt.jsonl
@sellable/mcp,npm:@sellable/mcp@0.1.920,44522,add_teammate,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/sellable-mcp-dt-census-1.dt.jsonl
@sellable/mcp,npm:@sellable/mcp@0.1.920,44522,add_to_comment_campaign,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/sellable-mcp-dt-census-1.dt.jsonl
@sellable/mcp,npm:@sellable/mcp@0.1.920,44522,add_to_connection_campaign,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/sellable-mcp-dt-census-1.dt.jsonl
@productbrain/mcp,npm:@productbrain/mcp@0.0.1-beta.5290,43231,capture,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/productbrain-mcp-dt-census-1.dt.jsonl
@productbrain/mcp,npm:@productbrain/mcp@0.0.1-beta.5290,43231,collections,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/productbrain-mcp-dt-census-1.dt.jsonl
@productbrain/mcp,npm:@productbrain/mcp@0.0.1-beta.5290,43231,context,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-conc/productbrain-mcp-dt-census-1.dt.jsonl
@productbrain/mcp,npm:@productbrain/mcp@0.0.1-beta.5290,43231,entries,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/productbrain-mcp-dt-census-1.dt.jsonl
@productbrain/mcp,npm:@productbrain/mcp@0.0.1-beta.5290,43231,feedback,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/productbrain-mcp-dt-census-1.dt.jsonl
@productbrain/mcp,npm:@productbrain/mcp@0.0.1-beta.5290,43231,orient,concurrency,pass,concurrent-matches-sequential,4 overlapping calls left the same shape of state as the same 4 calls run one at a time.,runs/census-conc/productbrain-mcp-dt-census-1.dt.jsonl
fetcher-mcp,npm:fetcher-mcp@0.3.9,38939,browser_install,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/fetcher-mcp-dt-census-1.dt.jsonl
fetcher-mcp,npm:fetcher-mcp@0.3.9,38939,fetch_url,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-conc/fetcher-mcp-dt-census-1.dt.jsonl
fetcher-mcp,npm:fetcher-mcp@0.3.9,38939,fetch_urls,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-conc/fetcher-mcp-dt-census-1.dt.jsonl
@primer/mcp,npm:@primer/mcp@1.0.0,37582,find_tokens,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-conc/primer-mcp-dt-census-1.dt.jsonl
@primer/mcp,npm:@primer/mcp@1.0.0,37582,get_color_usage,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-conc/primer-mcp-dt-census-1.dt.jsonl
@primer/mcp,npm:@primer/mcp@1.0.0,37582,get_component,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-conc/primer-mcp-dt-census-1.dt.jsonl
@primer/mcp,npm:@primer/mcp@1.0.0,37582,get_component_accessibility_guidelines,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-conc/primer-mcp-dt-census-1.dt.jsonl
@primer/mcp,npm:@primer/mcp@1.0.0,37582,get_component_batch,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-conc/primer-mcp-dt-census-1.dt.jsonl
@primer/mcp,npm:@primer/mcp@1.0.0,37582,get_component_examples,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-conc/primer-mcp-dt-census-1.dt.jsonl
nexus-agents,npm:nexus-agents@7.0.0,36481,cancel_job,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/nexus-agents-dt-census-1.dt.jsonl
nexus-agents,npm:nexus-agents@7.0.0,36481,ci_health_check,concurrency,pass,concurrent-matches-sequential,4 overlapping calls left the same shape of state as the same 4 calls run one at a time.,runs/census-conc/nexus-agents-dt-census-1.dt.jsonl
nexus-agents,npm:nexus-agents@7.0.0,36481,compare_data_feeds,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-conc/nexus-agents-dt-census-1.dt.jsonl
nexus-agents,npm:nexus-agents@7.0.0,36481,consensus_vote,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/nexus-agents-dt-census-1.dt.jsonl
nexus-agents,npm:nexus-agents@7.0.0,36481,create_expert,concurrency,pass,concurrent-matches-sequential,4 overlapping calls left the same shape of state as the same 4 calls run one at a time.,runs/census-conc/nexus-agents-dt-census-1.dt.jsonl
nexus-agents,npm:nexus-agents@7.0.0,36481,delegate_to_model,concurrency,violation,concurrent-lost-update,"Run one at a time, 4 calls left 14 entries behind; run at once they left 13, so 1 of them were overwritten by a call that had already read the state.",runs/census-conc/nexus-agents-dt-census-1.dt.jsonl
document-mcp,npm:document-mcp@4.2.2,35054,convert_document,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/document-mcp-dt-census-1.dt.jsonl
document-mcp,npm:document-mcp@4.2.2,35054,describe_font_file,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/document-mcp-dt-census-1.dt.jsonl
document-mcp,npm:document-mcp@4.2.2,35054,docx_extras,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/document-mcp-dt-census-1.dt.jsonl
document-mcp,npm:document-mcp@4.2.2,35054,fonts,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/document-mcp-dt-census-1.dt.jsonl
document-mcp,npm:document-mcp@4.2.2,35054,from_package,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/document-mcp-dt-census-1.dt.jsonl
document-mcp,npm:document-mcp@4.2.2,35054,list_document_conversions,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/document-mcp-dt-census-1.dt.jsonl
@growthbook/mcp,npm:@growthbook/mcp@2.1.0,34475,growthbook_api_read,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-conc/growthbook-mcp-dt-census-1.dt.jsonl
@growthbook/mcp,npm:@growthbook/mcp@2.1.0,34475,growthbook_api_write,concurrency,pass,concurrent-matches-sequential,4 overlapping calls left the same shape of state as the same 4 calls run one at a time.,runs/census-conc/growthbook-mcp-dt-census-1.dt.jsonl
@growthbook/mcp,npm:@growthbook/mcp@2.1.0,34475,growthbook_list_skills,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-conc/growthbook-mcp-dt-census-1.dt.jsonl
@growthbook/mcp,npm:@growthbook/mcp@2.1.0,34475,growthbook_read_skill,concurrency,skip,read-only-confirmed,"The tool declares readOnlyHint, so overlapping calls have nothing to corrupt.",runs/census-conc/growthbook-mcp-dt-census-1.dt.jsonl
@mui/mcp,npm:@mui/mcp@0.1.4,33120,fetchDocs,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/mui-mcp-dt-census-1.dt.jsonl
@mui/mcp,npm:@mui/mcp@0.1.4,33120,generateReactCode,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/mui-mcp-dt-census-1.dt.jsonl
@isaacphi/mcp-gdrive,npm:@isaacphi/mcp-gdrive@0.2.0,31291,gdrive_read_file,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/isaacphi-mcp-gdrive-dt-census-1.dt.jsonl
@isaacphi/mcp-gdrive,npm:@isaacphi/mcp-gdrive@0.2.0,31291,gdrive_search,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/isaacphi-mcp-gdrive-dt-census-1.dt.jsonl
@isaacphi/mcp-gdrive,npm:@isaacphi/mcp-gdrive@0.2.0,31291,gsheets_read,concurrency,skip,no-observable-effect,"Calls succeed but leave nothing this oracle can see, so overlapping them cannot be judged.",runs/census-conc/isaacphi-mcp-gdrive-dt-census-1.dt.jsonl
@isaacphi/mcp-gdrive,npm:@isaacphi/mcp-gdrive@0.2.0,31291,gsheets_update_cell,concurrency,pass,concurrent-matches-sequential,4 overlapping calls left the same shape of state as the same 4 calls run one at a time.,runs/census-conc/isaacphi-mcp-gdrive-dt-census-1.dt.jsonl
@instantdb/mcp,npm:@instantdb/mcp@1.0.67,30494,get-perms,concurrency,skip,call-failed,"No call succeeded even one at a time, so there is no correct behaviour to compare against.",runs/census-conc/instantdb-mcp-dt-census-1.dt.jsonl
